Code,Prev,Trend,Pred,Close
4188,673,1,682,673
4201,777,1,782,777
4202,1415,1,1433,1415
4204,1277,1,1294,1277
4205,964,1,974,964
4206,2444,1,2468,2444
4208,211,1,213,211
4217,1761,1,1784,1761
4231,659,1,664,659
4272,1313,1,1320,1313
4283,3775,0,3942,3775
4298,1503,0,1508,1503
4307,4825,1,4852,4825
4324,6200,1,6269,6200
4348,1088,0,1097,1088
4452,5037,1,5140,5037
4502,5642,0,5673,5642
4503,1650,0,1658,1650
4506,1286,0,1301,1286
4507,4535,0,4590,4535
4508,2135,0,2139,2135
4519,3900,0,3939,3900
4521,5920,1,5905,5920
4523,7905,1,7941,7905
4527,1773,1,1771,1773
4528,15180,0,15174,15180
4530,4020,0,4052,4020
4534,7390,0,7425,7390
4540,2649,1,2665,2649
4543,3210,0,3239,3210
4544,5100,1,5129,5100
4555,7030,0,7079,7030
4568,2188,0,2207,2188
4569,1935,1,1955,1935
4572,2380,1,2438,2380
4578,3954,1,4013,3954
4581,7170,0,7265,7170
4587,14730,1,14389,14730
4612,2240,1,2257,2240
4613,1660,1,1672,1660
4631,276,1,279,276
4634,453,1,459,453
4641,2164,1,2204,2164
4666,2190,1,2194,2190
4676,1468,0,1463,1468
4681,2970,1,2980,2970
4684,5040,1,5054,5040
4689,473,0,475,473
4704,4175,0,4217,4175
4708,1244,1,1247,1244
4716,4690,0,4744,4690
4719,1900,1,1880,1900
4722,693,0,697,693
4726,1207,1,1210,1207
4732,1952,1,1967,1952
4751,4830,1,4815,4830
4755,1522,1,1519,1522
4761,648,1,647,648
4768,5830,0,5839,5830
4777,752,1,758,752
4793,880,0,878,880
4812,1598,1,1588,1598
4832,1143,1,1139,1143
4837,500,1,499,500
4842,310,1,309,310
4901,4720,1,4784,4720
4902,1317,1,1328,1317
4911,2461,1,2491,2461
4912,1002,1,1015,1002
4922,10270,1,10457,10270
4927,7090,1,7154,7090
4967,8240,1,8324,8240
4968,1144,1,1147,1144
5002,972,1,974,972
5012,1170,1,1185,1170
5019,1906,0,1916,1906
5020,453,1,453,453
5101,1319,1,1336,1319
5105,2742,1,2751,2742
5108,4247,1,4287,4247
5110,1755,1,1779,1755
5186,2921,1,2955,2921
5196,598,1,598,598
5201,751,1,762,751
5214,608,0,615,608
5233,373,1,379,373
5332,1696,1,1735,1696
5334,2923,1,2948,2923
5393,759,1,767,759
5401,237,1,242,237
5411,1781,1,1831,1781
5471,410,1,414,410
5486,1454,1,1476,1454
5631,398,1,403,398
5706,243,1,246,243
5711,397,1,403,397
5713,1495,1,1504,1495
5714,964,1,986,964
5802,1666,0,1680,1666
5857,1819,1,1847,1819
5929,903,1,899,903
5938,2535,1,2587,2535
5947,9060,1,9084,9060
5949,2282,1,2272,2282
5970,1341,1,1345,1341
5986,286,0,285,286
5991,1201,1,1206,1201
6037,2293,1,2311,2293
6093,9100,0,8835,9100
6094,1171,1,1168,1171
6136,2278,1,2325,2278
6146,9350,1,9433,9350
6201,6180,1,6184,6180
6256,4620,1,4595,4620
6268,2237,1,2258,2237
6273,26695,1,27107,26695
6289,1630,1,1627,1630
6301,1953,0,1976,1953
6302,544,1,547,544
6305,1800,0,1820,1800
6326,1728,1,1757,1728
6361,461,1,465,461
6366,873,1,879,873
6367,7328,1,7480,7328
6370,2557,1,2582,2557
6371,858,1,884,858
6395,1471,1,1494,1471
6412,2216,0,2220,2216
6417,4445,0,4469,4445
6425,2211,1,2247,2211
6448,1602,1,1626,1602
6460,1247,0,1256,1247
6463,2828,1,2832,2828
6465,8060,1,8094,8060
6471,1316,1,1327,1316
6473,1839,1,1829,1839
6474,512,1,521,512
6479,1388,1,1409,1388
6481,2080,1,2095,2080
6501,641,1,646,641
6502,316,1,319,316
6503,1169,1,1183,1169
6504,469,1,475,469
6506,1324,1,1346,1324
6586,6970,1,7049,6970
6594,9071,1,9159,9071
6645,4070,1,4129,4070
6651,2155,1,2182,2155
6674,454,1,456,454
6702,589,1,595,589
6703,195,1,195,195
6727,453,1,454,453
6741,1169,0,1169,1169
6752,1326,1,1340,1326
6754,792,0,790,792
6755,1385,1,1401,1385
6758,3115,1,3169,3115
6762,7510,1,7584,7510
6841,1367,1,1388,1367
6856,4095,1,4132,4095
6861,55710,1,56177,55710
6869,6520,1,6569,6520
6902,5635,1,5673,5635
6923,2499,1,2508,2499
6952,2291,1,2310,2291
6954,20200,1,20491,20200
6963,5880,1,5959,5880
6971,5848,1,5942,5848
6981,16645,1,17013,16645
6988,7555,1,7676,7555
7003,195,1,195,195
7011,569,1,576,569
7012,466,1,470,466
7013,357,1,359,357
7014,875,1,881,875
7177,757,1,749,757
7201,1140,1,1153,1140
7202,1294,1,1308,1294
7203,7234,1,7285,7234
7205,1340,1,1355,1340
7211,982,0,978,982
7240,2793,1,2798,2793
7242,355,1,359,355
7245,1052,1,1054,1052
7248,884,1,872,884
7259,4260,1,4274,4260
7261,1970,1,1969,1970
7262,1473,1,1485,1473
7267,3799,1,3826,3799
7269,3858,1,3852,3858
7270,4386,1,4405,4386
7272,2443,1,2454,2443
7276,4085,1,4099,4085
7278,2829,1,2813,2829
7279,3535,1,3542,3535
7280,1920,1,1943,1920
7282,2414,1,2440,2414
7296,1888,1,1891,1888
7309,16990,1,17129,16990
7313,3360,1,3369,3360
7420,826,1,828,826
7451,2705,1,2761,2705
7453,23080,1,23331,23080
7458,4380,0,4375,4380
7459,1970,1,1983,1970
7483,2307,1,2326,2307
7518,718,1,724,718
7520,1167,1,1165,1167
7532,10500,1,10261,10500
7593,694,1,683,694
7595,1708,1,1716,1708
7606,4620,1,4632,4620
7628,1304,1,1298,1304
7649,5400,1,5414,5400
7701,1688,1,1696,1688
7731,1467,1,1481,1467
7741,4058,0,4103,4058
7751,3600,0,3638,3600
7752,1256,1,1270,1256
7832,2905,1,2922,2905
7860,1437,0,1460,1437
7936,3005,1,3122,3005
7947,4475,1,4524,4475
7974,21055,0,21173,21055
7988,4395,1,4382,4395
8001,1418,1,1436,1418
8002,652,1,659,652
8012,1440,1,1453,1440
8015,2697,0,2725,2697
8020,181,1,182,181
8028,5300,1,5374,5300
8031,1509,1,1531,1509
8036,2726,1,2750,2726
8043,319,1,322,319
8051,1006,1,1012,1006
8053,1270,0,1282,1270
8056,1260,1,1262,1260
8058,2127,1,2167,2127
8088,695,1,701,695
8113,2223,1,2243,2223
8114,1668,1,1685,1668
8129,2596,0,2618,2596
8136,3385,1,3412,3385
8137,1082,1,1090,1082
8184,2573,1,2600,2573
8214,1475,0,1473,1475
8218,2622,0,2644,2622
8227,11400,1,11564,11400
8233,932,1,943,932
8253,2204,1,2236,2204
8267,1719,1,1749,1719
8270,726,0,735,726
8273,4665,0,4714,4665
8282,3770,1,3819,3770
8303,249,0,249,249
8304,436,0,435,436
8306,744,1,756,744
8308,615,1,616,615
8309,458,1,465,458
8316,4699,1,4776,4699
8327,325,1,330,325
8331,842,0,856,842
8332,711,0,723,711
8333,614,0,623,614
8334,751,0,762,751
8354,555,0,565,555
8355,1207,0,1233,1207
8356,514,1,514,514
8358,2179,0,2218,2179
8359,809,0,823,809
8377,262,0,266,262
8379,654,0,664,654
8382,1737,0,1762,1737
8385,1307,0,1331,1307
8410,504,1,511,504
8411,233,1,235,233
8418,1423,0,1440,1423
8424,4450,1,4464,4450
8425,2396,1,2426,2396
8439,3515,1,3572,3515
8473,1388,1,1396,1388
8508,1074,1,1090,1074
8515,415,1,418,415
8524,471,1,478,471
8544,614,0,616,614
8566,3235,1,3277,3235
8570,2510,1,2565,2510
8572,534,1,534,534
8586,2935,1,2958,2935
8591,1594,1,1613,1594
8593,536,1,540,536
8601,807,1,814,807
8604,733,1,743,733
8609,734,1,742,734
8616,762,1,771,762
8628,1073,1,1078,1073
8697,3400,1,3429,3400
8729,2014,1,2047,2014
8750,1882,1,1944,1882
8766,4416,0,4503,4416
8795,1433,1,1470,1433
8801,3186,1,3216,3186
8802,2419,1,2448,2419
8830,3849,1,3895,3849
8840,196,1,198,196
8848,549,1,546,549
8870,3085,1,3089,3085
8876,11280,1,11447,11280
8897,560,1,559,560
8905,1809,1,1814,1809
8933,1111,1,1114,1111
9001,520,0,527,520
9003,652,1,654,652
9005,877,1,886,877
9007,1100,1,1112,1100
9008,854,1,864,854
9009,1280,0,1291,1280
9020,10150,0,10287,10150
9021,7430,0,7559,7430
9022,18715,0,19149,18715
9031,601,1,593,601
9041,434,1,439,434
9042,738,0,747,738
9045,787,1,794,787
9048,482,0,484,482
9062,585,0,594,585
9064,2405,1,2416,2405
9065,573,0,584,573
9069,851,1,862,851
9076,1340,0,1355,1340
9086,1972,1,1959,1972
9202,344,1,346,344
9301,1479,1,1504,1479
9364,1001,1,1014,1001
9375,4200,1,4279,4200
9404,1992,1,1998,1992
9422,1192,1,1221,1192
9432,9075,1,8821,9075
9435,8280,1,8294,8280
9437,2200,1,2208,2200
9449,1546,1,1549,1546
9468,1547,1,1546,1547
9501,804,1,810,804
9503,1330,0,1334,1330
9513,3685,1,3727,3685
9531,620,1,622,620
9532,472,0,473,472
9600,1254,0,1237,1254
9602,2683,0,2701,2683
9603,3705,1,3737,3705
9613,6020,1,6044,6020
9627,5500,1,5485,5500
9640,1240,0,1237,1240
9682,2867,1,2863,2867
9684,2950,0,2992,2950
9719,4140,0,4152,4140
9735,7495,1,7615,7495
9739,930,1,935,930
9742,1091,1,1105,1091
9766,2551,1,2575,2551
9783,3180,1,3194,3180
9787,3480,1,3527,3480
9810,396,1,399,396
9831,473,1,477,473
9843,9540,0,9629,9540
9934,3770,1,3812,3770
9936,4110,0,4095,4110
9948,2223,1,2248,2223
9956,2854,1,2881,2854
9962,5480,1,5475,5480
9983,46160,1,46784,46160
9984,6270,1,6257,6270
9989,6280,1,6344,6280
